time,symbol,system,side,qty,avg_entry,exit_price,pnl,reason
2024-11-06 00:00:00+00:00,XAUUSDc,fast,1,39.11,2721.6566959856814,2687.0668947548847,-1394.8436006380018,intraday_stop
2024-11-20 00:00:00+00:00,XAUUSDc,fast,-1,34.33,2598.1724506262744,2641.3028891942986,-1516.938327314685,intraday_stop
2025-01-02 00:00:00+00:00,XAUUSDc,fast,-1,11.120000000000001,2588.256,2657.9895112273657,-787.2593821942477,intraday_stop
2025-02-28 00:00:00+00:00,XAUUSDc,fast,1,42.980000000000004,2716.658581665891,2876.069,6802.014401752012,long_exit_10d_low
2025-04-06 00:00:00+00:00,XAUUSDc,slow,1,36.43,3023.669880592918,2983.574975287843,-1504.1340548037904,intraday_stop
2025-05-15 00:00:00+00:00,XAUUSDc,slow,1,22.990000000000002,3220.828511961722,3186.011,-829.7531571559929,long_exit_20d_low
2026-03-19 00:00:00+00:00,XAUUSDc,slow,1,33.739999999999995,3484.6488049792533,4836.662,45551.649609648,long_exit_20d_low
